system   I             system.c:245  al_install_system                [   0.00158] Allegro version: 5.1.12 (WIP)
display  D   display_settings.c:202  debug_display_settings           [   0.71502] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.71507] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.71512] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.71517] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.71521] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.71528] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.71532] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.71538] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.71541] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.71547] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.71550] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.71555] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.71559] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.71563] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.71566] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.71570] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.71574] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.71578] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.71581] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.71587] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.71592] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.71596] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.71599] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.71604] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.71607] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.71612] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.71615] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.71619] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.71622] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.71627] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.71630] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.71634] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.71638] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.71642] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.71645] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.71649] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.71653] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.71657] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.71661] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.71666] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.71669] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.71673] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.71676] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.71681] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.71685] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.71690] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.71694] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.71699] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.71703] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.71709] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.71714] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.71719] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.71724] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.71729] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.71733] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.71738] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.71742] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.71747] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.71752] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.71757] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.71761] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.71766] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.71770] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.71775] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.71780] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.71785] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.71789] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.71793] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.71798] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.71804] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.71808] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.71813] Single Buffer requirement not met.
d3d      D         d3d_disp.cpp:1670 d3d_create_display_internals     [   0.71828] Trying format 0.
d3d      I         d3d_disp.cpp:1346 d3d_display_thread_proc          [   0.71963] Chose a display format: 23
d3d      I         d3d_disp.cpp:1415 d3d_display_thread_proc          [   0.71972] Normal window.
d3d      I         d3d_disp.cpp:779  d3d_create_device                [   0.77672] Using no depth stencil buffer
d3d      D         d3d_disp.cpp:837  d3d_create_device                [   0.89399] BeginScene succeeded in create_device
d3d      D         d3d_disp.cpp:845  d3d_create_device                [   0.89406] Success
d3d      D         d3d_disp.cpp:1693 d3d_create_display_internals     [   0.89415] Resumed after wait.
d3d      I         d3d_disp.cpp:1726 d3d_create_display_internals     [   0.89434] Format 0 succeeded.
d3d      D         d3d_disp.cpp:1757 d3d_create_display_internals     [   0.89444] Returning d3d_display: 00671228
d3d      D         d3d_disp.cpp:1782 d3d_create_display_locked        [   0.89450] al_display=00671228
d3d      D         d3d_disp.cpp:1783 d3d_create_display_locked        [   0.89455] al_display->vt=00668930
system   D            wsystem.c:674  maybe_parent_dir                 [   0.89502] Also searching C:\Users\Rica.PENGIN\Documents\Visual Studio 2015\Projects\Snake\Snake\
system   D            wsystem.c:724  _al_win_safe_load_library        [   0.89572] PathFindOnPath found: C:\WINDOWS\system32\d3dx9_43.dll
system   D            wsystem.c:635  load_library_at_path             [   0.89578] Calling LoadLibrary C:\WINDOWS\system32\d3dx9_43.dll
system   I            wsystem.c:638  load_library_at_path             [   0.90053] Loaded C:\WINDOWS\system32\d3dx9_43.dll
d3dx9    I        d3d_d3dx9.cpp:88   _imp_load_d3dx9_module_version   [   0.90067] Module "d3dx9_43.dll" loaded.
font     D                ttf.c:847  al_load_ttf_font_stretch_f       [   0.90411] Font fonts/ariblk.ttf loaded with pixel size 0 x 24.
font     D                ttf.c:849  al_load_ttf_font_stretch_f       [   0.90418]     ascent=26.0, descent=-7.0, height=34.0
dtor     D               dtor.c:184  _al_register_destructor          [   0.90425] added dtor for object 005C4AB0, func 0FAD1AA0
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.90575] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.90581] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.90586] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.90590] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.90595] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.90599] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.90604] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.90608] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.90613] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.90617] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.90621] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.90626] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.90630] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.90678] added dtor for object 027BE9A0, func 0FAD41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.90965] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.90973] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.91158] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.91167] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.91171] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.91175] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.91180] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.91184] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.91189] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.91193] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.91198] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.91202] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.91206] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.91213] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.91218] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.91257] added dtor for object 02E206B8, func 0FAD41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.91360] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.91370] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.91501] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.91509] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.91514] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.91518] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.91522] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.91526] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.91530] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.91535] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.91539] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.91543] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.91548] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.91553] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.91557] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.91598] added dtor for object 02E21830, func 0FAD41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.91689] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.91698] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.91845] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.91852] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.91856] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.91861] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.91865] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.91870] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.91873] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.91877] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.91881] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.91885] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.91889] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.91896] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.91900] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.91942] added dtor for object 02E22AD0, func 0FAD41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.92034] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.92042] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.92156] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.92163] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.92167] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.92172] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.92177] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.92183] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.92187] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.92192] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.92196] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.92201] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.92205] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.92208] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.92212] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.92252] added dtor for object 02E25B30, func 0FAD41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.92461] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.92471] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.92544] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.92549] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.92553] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.92556] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.92560] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.92564] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.92567] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.92571] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.92574] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.92578] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.92581] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.92585] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.92589] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.92624] added dtor for object 02E26B80, func 0FAD41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.92710] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.92718] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.92793] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.92798] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.92802] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.92806] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.92809] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.92813] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.92817] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.92820] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.92824] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.92828] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.92833] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.92838] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.92843] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.92873] added dtor for object 02E177A0, func 0FAD41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.92957] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.92969] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.93045] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.93052] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.93056] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.93060] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.93064] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.93068] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.93072] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.93076] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.93081] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.93086] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.93090] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.93095] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.93100] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.93136] added dtor for object 02E196F0, func 0FAD41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.93235] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.93244] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:184  _al_register_destructor          [   0.93280] added dtor for object 027478B8, func 0FAD250E
dtor     D               dtor.c:184  _al_register_destructor          [   0.93286] added dtor for object 005A6EC8, func 0FAD45BB
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.01495] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.01504] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.01550] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.01560] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.01620] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.01632] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.01674] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.01681] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.01728] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.01734] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.01791] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.01800] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.01858] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.01865] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.01938] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.01947] _al_d3d_sync_bitmap (video) ref count == 1
d3d      I         d3d_disp.cpp:899  d3d_destroy_display              [  14.22244] destroying display 00671228 (current 00000000)
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [  14.22526] converting display bitmap 02E196F0 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [  14.22536] added dtor for object 02E1D540, func 0FAD41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  14.22616] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  14.22624] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [  14.22634] removed dtor for object 02E1D540
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [  14.22639] converting display bitmap 02E177A0 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [  14.22643] added dtor for object 02E1D540, func 0FAD41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  14.22721] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  14.22730] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [  14.22739] removed dtor for object 02E1D540
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [  14.22744] converting display bitmap 02E26B80 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [  14.22749] added dtor for object 02E1D540, func 0FAD41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  14.22825] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  14.22832] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [  14.22842] removed dtor for object 02E1D540
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [  14.22846] converting display bitmap 02E25B30 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [  14.22852] added dtor for object 02E1D540, func 0FAD41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  14.22913] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  14.22920] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [  14.22929] removed dtor for object 02E1D540
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [  14.22934] converting display bitmap 02E22AD0 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [  14.22939] added dtor for object 02E1D540, func 0FAD41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  14.22997] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  14.23005] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [  14.23014] removed dtor for object 02E1D540
